User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Eileen Scott","Noah Marshall",Carer,"2021-12-20 10:46:18",724,Outgoing,7
"Eileen Scott","Tanya Wilkinson",Carer,"2021-11-06 09:01:05",46,Incoming,12
"Eileen Scott","Charles Bennett",Nurse,"2021-12-30 08:00:49",776,Incoming,62
"Eileen Scott","Mark Davis",Nurse,"2022-01-01 02:03:40",27,Outgoing,54
"Eileen Scott","Ruth Bailey",Carer,"2021-12-30 09:31:48",998,Outgoing,18
"Eileen Scott","Tanya Wilkinson",Carer,"2021-11-10 11:30:06",722,Outgoing,12
"Eileen Scott","Andrew Wood",Carer,"2021-12-20 04:07:23",506,Outgoing,6
"Eileen Scott","Harrison Davis",Nurse,"2021-11-09 09:15:47",688,Incoming,69
"Eileen Scott","Rowena Reynolds",Carer,"2021-12-02 09:28:48",644,Incoming,67
"Eileen Scott","Alexa Wilkinson",Nurse,"2021-12-05 01:59:19",657,Outgoing,51
"Eileen Scott","Noah Marshall",Carer,"2021-12-17 10:02:29",509,Incoming,40
"Eileen Scott","Elliot Stewart",Nurse,"2021-11-13 04:25:28",360,Incoming,81
"Eileen Scott","Paula Anderson",Carer,"2021-11-25 09:57:12",551,Incoming,75
"Eileen Scott","Aaron Morris",Carer,"2021-12-26 03:29:37",452,Incoming,25
"Eileen Scott","Alexa Wilkinson",Nurse,"2021-12-08 11:21:45",702,Incoming,84
"Eileen Scott","Tanya Campbell",Carer,"2021-12-06 05:42:47",306,Outgoing,29
"Eileen Scott","Elliot Stewart",Nurse,"2021-11-06 09:42:06",723,Outgoing,29
"Eileen Scott","Florence Lee",Carer,"2021-12-31 05:57:24",292,Incoming,60
"Eileen Scott","Zoe Powell",Nurse,"2021-11-10 01:05:28",331,Incoming,66
"Eileen Scott","Florence Lee",Carer,"2021-12-04 07:30:39",214,Incoming,35
"Eileen Scott","Toby Russell",Nurse,"2021-12-01 01:39:33",975,Outgoing,84
"Eileen Scott","Tanya Wilkinson",Carer,"2021-11-22 09:47:08",101,Incoming,61
"Eileen Scott","Florence Lee",Carer,"2021-11-08 04:18:24",196,Outgoing,75
"Eileen Scott","Brandon Baker",Carer,"2021-12-03 08:32:32",981,Incoming,40
"Eileen Scott","Adam Ross",Carer,"2021-11-14 09:06:34",629,Outgoing,89
"Eileen Scott","Tim Marshall",Nurse,"2021-11-19 05:35:43",482,Outgoing,68
"Eileen Scott","Ellie Simpson",Carer,"2021-12-01 04:04:14",440,Incoming,78
"Eileen Scott","Tanya Wilkinson",Carer,"2022-01-02 08:36:53",637,Incoming,99
"Eileen Scott","Amy Graham",Carer,"2021-11-15 12:29:27",259,Outgoing,69
"Eileen Scott","Jake Reid",Nurse,"2021-12-09 10:05:26",11,Outgoing,85
"Eileen Scott","Greg Murphy",Nurse,"2021-12-27 03:28:00",379,Outgoing,82
"Eileen Scott","William Butler",Nurse,"2021-12-07 12:37:37",175,Outgoing,26
"Eileen Scott","Dennis Allen",Nurse,"2021-12-15 09:51:46",497,Incoming,21
"Eileen Scott","Paul Miller",Carer,"2021-11-07 09:29:42",145,Incoming,41
"Eileen Scott","Stacey Cox",Nurse,"2022-01-03 12:50:26",706,Outgoing,76
"Eileen Scott","Paula Fox",Nurse,"2021-12-20 05:59:26",549,Incoming,28
"Eileen Scott","Dennis Allen",Nurse,"2022-01-02 11:39:10",159,Outgoing,52
"Eileen Scott","Toby Russell",Nurse,"2021-11-11 02:22:18",240,Outgoing,82
"Eileen Scott","Ruth Collins",Nurse,"2021-12-15 06:37:00",402,Outgoing,97
"Eileen Scott","Dominic Marshall",Nurse,"2021-11-23 07:51:15",291,Incoming,77
"Eileen Scott","Aaron Morris",Carer,"2021-11-12 09:41:54",514,Outgoing,58
"Eileen Scott","Rowena Reynolds",Carer,"2021-12-12 11:39:16",405,Outgoing,21
"Eileen Scott","Noah Marshall",Carer,"2021-12-15 12:32:28",377,Incoming,30
"Eileen Scott","Philip Watson",Nurse,"2021-11-07 09:04:32",585,Incoming,23
"Eileen Scott","Arthur Turner",Nurse,"2021-11-11 03:51:17",448,Incoming,36
"Eileen Scott","Lexi Cox",Carer,"2021-12-14 04:39:33",990,Incoming,96
"Eileen Scott","Martin Marshall",Carer,"2021-11-24 04:03:14",590,Incoming,70
"Eileen Scott","Lily Richards",Carer,"2021-12-10 03:41:53",801,Outgoing,84
"Eileen Scott","Elliot Stewart",Nurse,"2021-11-16 08:11:05",516,Outgoing,8
"Eileen Scott","Gordon Collins",Nurse,"2021-12-18 12:43:42",346,Outgoing,77
"Eileen Scott","Gordon Collins",Nurse,"2021-11-07 02:09:14",279,Incoming,58
"Eileen Scott","Oliver Thompson",Carer,"2021-12-26 12:25:41",900,Outgoing,1
"Eileen Scott","Lizzie Murphy",Nurse,"2021-12-07 08:10:54",230,Outgoing,97
"Eileen Scott","Noah Marshall",Carer,"2021-11-14 10:46:29",474,Incoming,48
"Eileen Scott","Greg Murphy",Nurse,"2021-12-07 05:56:43",746,Outgoing,30
"Eileen Scott","Greg Murphy",Nurse,"2021-11-16 02:17:06",384,Outgoing,96
"Eileen Scott","Yvette King",Nurse,"2021-11-10 10:13:11",99,Outgoing,3
"Eileen Scott","Rachel Davies",Carer,"2021-12-14 12:34:25",224,Incoming,25
"Eileen Scott","Eva Edwards",Carer,"2021-12-17 03:24:10",766,Outgoing,25
"Eileen Scott","Toby Russell",Nurse,"2021-12-19 12:43:12",799,Outgoing,55
"Eileen Scott","Noah Marshall",Carer,"2021-11-21 03:34:45",188,Outgoing,95
"Eileen Scott","Gordon Collins",Nurse,"2021-12-04 12:59:36",375,Outgoing,54
"Eileen Scott","Brandon Baker",Carer,"2021-11-10 04:53:16",825,Incoming,89
"Eileen Scott","Lexi Bell",Carer,"2021-11-12 12:43:04",874,Outgoing,67
"Eileen Scott","Lexi Bell",Carer,"2021-12-07 09:28:39",706,Incoming,14
"Eileen Scott","Craig Cox",Nurse,"2021-12-27 02:19:16",980,Incoming,95
"Eileen Scott","Alan Miller",Carer,"2021-12-29 03:35:17",449,Incoming,66
"Eileen Scott","Lewis Ellis",Nurse,"2021-12-04 06:17:42",126,Outgoing,16
"Eileen Scott","Brandon King",Carer,"2021-12-06 04:38:42",277,Outgoing,100
"Eileen Scott","Lexi Cox",Nurse,"2021-12-23 03:31:12",706,Outgoing,37
"Eileen Scott","Jade Ellis",Carer,"2021-11-06 07:30:01",811,Incoming,25
"Eileen Scott","Yvette King",Nurse,"2021-11-25 06:11:58",369,Outgoing,27
"Eileen Scott","William Butler",Nurse,"2021-12-07 12:45:48",43,Outgoing,18
"Eileen Scott","Claire Morgan",Carer,"2021-12-17 06:07:07",699,Incoming,62
"Eileen Scott","Brandon King",Carer,"2021-12-11 12:33:45",211,Incoming,51
"Eileen Scott","Alan Miller",Carer,"2021-12-08 04:56:39",988,Incoming,27
"Eileen Scott","Alan Miller",Carer,"2021-11-27 01:23:10",560,Incoming,56
"Eileen Scott","Lexi Cox",Nurse,"2021-11-15 06:21:29",598,Outgoing,72
"Eileen Scott","Arthur Turner",Nurse,"2021-11-08 03:02:05",996,Outgoing,84
"Eileen Scott","Darren Wilson",Carer,"2021-11-14 05:12:53",898,Outgoing,92
"Eileen Scott","Martin Marshall",Carer,"2021-11-12 07:10:19",381,Incoming,65
"Eileen Scott","Ethan Hughes",Nurse,"2021-12-24 12:45:21",388,Incoming,77
"Eileen Scott","Philip Watson",Nurse,"2021-11-28 04:55:39",505,Outgoing,79
"Eileen Scott","James Simpson",Carer,"2021-12-02 11:51:05",476,Outgoing,90
"Eileen Scott","Dominic Marshall",Nurse,"2021-12-10 06:21:36",611,Incoming,50
"Eileen Scott","Alexa Wilkinson",Nurse,"2021-11-12 01:28:48",441,Incoming,43
"Eileen Scott","Naomi Khan",Nurse,"2021-11-14 07:52:08",427,Outgoing,42
"Eileen Scott","Tanya Wilkinson",Carer,"2021-12-27 03:42:34",125,Incoming,56
"Eileen Scott","Reece Mitchell",Nurse,"2021-12-19 02:55:17",632,Outgoing,94
"Eileen Scott","Rachel Davies",Carer,"2021-12-07 03:08:21",42,Outgoing,26
"Eileen Scott","Martin Marshall",Carer,"2021-11-12 06:27:46",697,Incoming,63
"Eileen Scott","Andrew Wood",Carer,"2021-12-13 06:25:26",221,Outgoing,77
"Eileen Scott","Elliot Stewart",Nurse,"2021-12-28 07:08:22",652,Outgoing,1
"Eileen Scott","Mandy Parker",Carer,"2021-11-21 12:50:31",609,Incoming,4
"Eileen Scott","Amanda Hunt",Carer,"2021-12-02 10:48:45",630,Incoming,90
"Eileen Scott","Tara Patel",Carer,"2021-11-23 10:12:10",118,Incoming,70
"Eileen Scott","Grant Gray",Nurse,"2021-11-19 04:50:52",185,Outgoing,57
"Eileen Scott","Callum Rose",Nurse,"2022-01-01 08:00:32",254,Outgoing,84
"Eileen Scott","Charles Bennett",Nurse,"2021-12-03 06:24:18",816,Incoming,51
"Eileen Scott","Isabella Davies",Nurse,"2021-11-18 09:09:29",404,Incoming,79
"Eileen Scott","Paul Miller",Carer,"2021-12-31 09:08:56",948,Incoming,90
"Eileen Scott","Harley Anderson",Nurse,"2021-12-20 05:16:54",533,Outgoing,66
"Eileen Scott","Tanya Campbell",Carer,"2021-11-03 04:41:28",882,Outgoing,75
"Eileen Scott","Stephen Ellis",Nurse,"2021-11-23 04:55:44",32,Outgoing,35
"Eileen Scott","Greg Murphy",Nurse,"2021-11-16 09:32:54",863,Outgoing,47
"Eileen Scott","Elliot Stewart",Nurse,"2021-12-21 02:17:39",152,Incoming,55
"Eileen Scott","Paula Fox",Nurse,"2021-12-13 06:50:30",634,Outgoing,82
"Eileen Scott","Jennifer Thompson",Carer,"2021-12-16 12:35:44",647,Incoming,8
"Eileen Scott","Mandy Parker",Carer,"2021-11-07 12:14:12",248,Incoming,85
"Eileen Scott","Tanya Wilkinson",Carer,"2021-12-24 10:57:30",650,Incoming,12
"Eileen Scott","Wendy Saunders",Nurse,"2021-11-24 01:19:01",707,Incoming,91
"Eileen Scott","Candice Campbell",Nurse,"2021-12-05 03:32:26",300,Incoming,71
"Eileen Scott","Kelly Graham",Nurse,"2021-12-06 06:21:34",619,Outgoing,63
"Eileen Scott","Rachel Davies",Carer,"2021-11-14 03:18:39",900,Outgoing,49
"Eileen Scott","Lilly Smith",Carer,"2022-01-02 08:08:15",97,Outgoing,66
"Eileen Scott","Yvette King",Nurse,"2021-11-18 06:14:27",732,Incoming,48
"Eileen Scott","Ruth Collins",Nurse,"2021-12-30 02:17:04",971,Outgoing,28
"Eileen Scott","Wendy Saunders",Nurse,"2021-11-12 02:56:07",905,Incoming,6
"Eileen Scott","Damien Wright",Nurse,"2021-12-26 09:11:32",227,Outgoing,8
"Eileen Scott","Lizzie Murphy",Nurse,"2021-12-21 04:50:33",48,Outgoing,4
"Eileen Scott","Rachel Davies",Carer,"2021-12-09 03:34:12",873,Incoming,19
"Eileen Scott","Charles Bennett",Nurse,"2021-12-05 09:23:03",76,Outgoing,51
"Eileen Scott","Lizzie Murphy",Nurse,"2021-11-03 01:52:46",744,Outgoing,62
"Eileen Scott","Callum Rose",Nurse,"2021-11-14 04:43:42",546,Outgoing,21
"Eileen Scott","Ethan Hughes",Nurse,"2021-12-04 03:39:15",87,Incoming,87
"Eileen Scott","Alfie Kennedy",Nurse,"2021-12-04 12:42:13",237,Incoming,75
"Eileen Scott","Melissa Chapman",Carer,"2021-12-07 01:14:07",696,Incoming,58
"Eileen Scott","Reece Mitchell",Nurse,"2021-11-11 04:16:15",959,Incoming,7
"Eileen Scott","Martin Marshall",Carer,"2021-12-18 06:28:22",860,Incoming,81
"Eileen Scott","Rachel Davies",Carer,"2021-11-22 01:36:01",483,Incoming,57
"Eileen Scott","Lewis Ellis",Nurse,"2021-11-13 11:03:09",750,Outgoing,58
"Eileen Scott","Matthew Walker",Carer,"2021-11-19 06:33:42",565,Outgoing,33
"Eileen Scott","Bradley Saunders",Carer,"2021-12-08 08:57:40",220,Outgoing,25
"Eileen Scott","Candice Campbell",Nurse,"2021-11-25 02:36:28",86,Incoming,80
"Eileen Scott","Andy Rose",Carer,"2021-12-17 10:08:21",403,Incoming,92
"Eileen Scott","Helena Richardson",Nurse,"2021-12-24 08:29:51",548,Incoming,92
"Eileen Scott","Chloe Wright",Carer,"2021-12-03 01:13:42",386,Outgoing,7
"Eileen Scott","Christian Anderson",Carer,"2021-11-20 05:11:20",496,Outgoing,7
"Eileen Scott","Maisie Robinson",Nurse,"2021-11-08 02:22:34",219,Incoming,1
"Eileen Scott","Naomi Khan",Nurse,"2021-12-04 10:56:26",241,Outgoing,50
"Eileen Scott","Rowena Reynolds",Carer,"2021-12-23 04:04:37",47,Incoming,81
"Eileen Scott","Lilly Smith",Carer,"2021-11-24 11:07:47",25,Incoming,74
"Eileen Scott","Aaron Morris",Carer,"2021-12-21 06:51:40",551,Outgoing,64
"Eileen Scott","Oliver Thompson",Carer,"2021-11-18 08:45:03",423,Outgoing,27
"Eileen Scott","Ethan Hughes",Nurse,"2021-11-17 04:56:14",993,Incoming,84
"Eileen Scott","Claire Morgan",Carer,"2021-11-04 02:30:02",253,Incoming,18
"Eileen Scott","Alice Lloyd",Carer,"2021-12-13 09:04:53",605,Incoming,57
"Eileen Scott","Florence Lee",Carer,"2021-11-03 10:41:06",154,Incoming,70
"Eileen Scott","Harley Anderson",Nurse,"2021-12-08 09:13:35",779,Outgoing,30
"Eileen Scott","Christian Anderson",Carer,"2021-12-30 09:06:46",618,Incoming,4
"Eileen Scott","Amanda Hunt",Carer,"2021-12-12 10:04:36",454,Outgoing,82
"Eileen Scott","Ella Johnson",Nurse,"2021-12-29 09:13:48",976,Outgoing,42
"Eileen Scott","Claire Morgan",Carer,"2021-12-16 05:20:56",822,Incoming,23
"Eileen Scott","Wendy Saunders",Nurse,"2021-12-16 07:45:33",538,Outgoing,75
"Eileen Scott","Lily Richards",Carer,"2021-11-29 08:16:25",799,Outgoing,79
"Eileen Scott","Claire Morgan",Carer,"2021-11-30 11:25:48",166,Incoming,2
"Eileen Scott","Ashley Holmes",Carer,"2021-11-22 09:44:40",795,Outgoing,99
"Eileen Scott","Martin Marshall",Carer,"2021-11-29 11:15:20",314,Incoming,64
"Eileen Scott","Amanda Hunt",Carer,"2021-11-26 08:41:36",517,Incoming,70
"Eileen Scott","Tanya Campbell",Carer,"2021-11-09 06:58:14",739,Outgoing,35
"Eileen Scott","Lewis Ellis",Nurse,"2021-12-28 11:33:37",397,Outgoing,100
"Eileen Scott","Maisie Robinson",Nurse,"2021-12-10 02:00:48",30,Outgoing,33
"Eileen Scott","Brandon Baker",Carer,"2021-11-28 08:06:13",337,Incoming,64
"Eileen Scott","Noah Marshall",Carer,"2021-12-18 09:12:13",936,Incoming,66
"Eileen Scott","Lilly Smith",Carer,"2021-11-29 09:04:24",546,Outgoing,86
"Eileen Scott","Lexi Bell",Carer,"2021-12-25 07:57:39",316,Outgoing,7
"Eileen Scott","William Butler",Nurse,"2021-11-16 10:01:23",587,Incoming,55
"Eileen Scott","Alice Lloyd",Carer,"2021-12-26 02:31:07",640,Outgoing,33
"Eileen Scott","Philip Watson",Nurse,"2021-12-15 04:15:54",176,Outgoing,11
"Eileen Scott","Helena Richardson",Nurse,"2021-12-24 12:33:35",266,Outgoing,83
"Eileen Scott","Claire Morgan",Carer,"2021-12-23 07:18:02",42,Incoming,62
"Eileen Scott","Jake Reid",Nurse,"2021-11-06 06:56:29",230,Incoming,96
"Eileen Scott","Matthew Walker",Carer,"2021-12-02 04:26:13",746,Outgoing,60
"Eileen Scott","Lexi Cox",Nurse,"2021-12-05 02:59:19",926,Incoming,38
"Eileen Scott","Oliver Thompson",Carer,"2021-11-22 03:54:58",89,Incoming,0
"Eileen Scott","Elliot Stewart",Nurse,"2021-11-16 04:19:47",913,Outgoing,56
"Eileen Scott","Ruth Baker",Carer,"2021-12-28 01:35:51",431,Outgoing,80
"Eileen Scott","Isabella Davies",Nurse,"2021-11-19 02:41:19",215,Incoming,82
"Eileen Scott","Ashley Miller",Nurse,"2021-11-27 12:17:45",865,Outgoing,51
"Eileen Scott","Alexa Wilkinson",Nurse,"2021-11-17 11:50:17",405,Outgoing,67
"Eileen Scott","Alan Miller",Carer,"2021-11-04 06:09:58",264,Outgoing,73
"Eileen Scott","Eva Edwards",Carer,"2021-11-16 01:43:33",270,Incoming,78
"Eileen Scott","Lexi Bell",Carer,"2021-12-27 05:10:28",158,Outgoing,83
"Eileen Scott","Rowena Reynolds",Carer,"2021-12-22 04:48:58",914,Outgoing,59
"Eileen Scott","Louis Powell",Nurse,"2021-11-20 01:05:22",907,Outgoing,7
"Eileen Scott","Jennifer Thompson",Carer,"2021-12-16 03:42:57",327,Incoming,88
"Eileen Scott","Alan Miller",Carer,"2021-11-11 08:26:44",691,Incoming,29
"Eileen Scott","Wayne James",Nurse,"2021-11-15 11:45:22",792,Incoming,18
"Eileen Scott","Callum Rose",Nurse,"2021-12-17 01:54:00",243,Outgoing,76
"Eileen Scott","Damien Wright",Nurse,"2021-12-03 07:04:31",184,Incoming,44
"Eileen Scott","Alice Lloyd",Carer,"2021-11-19 07:56:03",753,Outgoing,39
"Eileen Scott","Christian Anderson",Carer,"2021-12-21 02:42:48",90,Incoming,42
"Eileen Scott","Tara Patel",Carer,"2021-12-31 03:06:04",303,Incoming,81
"Eileen Scott","Dominic Marshall",Nurse,"2021-11-14 07:46:40",853,Incoming,79
"Eileen Scott","Maisie Robinson",Nurse,"2021-12-12 09:55:00",75,Incoming,72
"Eileen Scott","Tanya Campbell",Carer,"2021-11-21 06:00:03",438,Incoming,95
"Eileen Scott","Jacob Carter",Nurse,"2021-12-05 04:32:12",843,Incoming,95
"Eileen Scott","Ella Johnson",Nurse,"2021-11-16 06:19:05",19,Outgoing,63
"Eileen Scott","Jackson Ward",Nurse,"2021-12-12 10:57:58",826,Outgoing,13
"Eileen Scott","Layla Edwards",Nurse,"2021-12-24 03:18:03",248,Outgoing,61
"Eileen Scott","Harrison Davis",Nurse,"2021-11-16 09:55:20",69,Outgoing,44
"Eileen Scott","Melissa Watson",Carer,"2021-12-18 10:52:42",732,Outgoing,65
"Eileen Scott","Philip Watson",Nurse,"2021-12-12 06:47:33",454,Outgoing,6
"Eileen Scott","Florence Lee",Carer,"2021-12-20 12:18:52",485,Incoming,11
"Eileen Scott","Alice Lloyd",Carer,"2021-11-20 05:44:02",737,Outgoing,100
"Eileen Scott","Mandy Parker",Carer,"2021-12-15 07:02:10",474,Incoming,4
"Eileen Scott","Lexi Bell",Carer,"2021-11-09 01:33:30",317,Outgoing,10
"Eileen Scott","Isabella Davies",Nurse,"2021-11-23 10:36:02",812,Incoming,42
"Eileen Scott","Damien Wright",Nurse,"2021-12-10 04:43:13",637,Incoming,11
"Eileen Scott","Martin Marshall",Carer,"2021-11-17 04:20:04",58,Incoming,84
"Eileen Scott","Greg Murphy",Nurse,"2021-12-21 04:16:19",462,Outgoing,84
"Eileen Scott","Zoe Thomas",Carer,"2021-12-21 04:33:56",738,Incoming,23
"Eileen Scott","Lewis Ellis",Nurse,"2021-11-21 08:50:57",558,Outgoing,26
"Eileen Scott","Maisie Robinson",Nurse,"2021-12-21 11:33:00",899,Incoming,33
"Eileen Scott","Amanda Hunt",Carer,"2021-12-29 05:22:16",581,Incoming,12
"Eileen Scott","Toby Russell",Nurse,"2021-12-31 08:46:15",26,Incoming,29
"Eileen Scott","Ellie Simpson",Carer,"2021-12-07 07:01:06",218,Outgoing,30
"Eileen Scott","Alexa Wilkinson",Nurse,"2021-11-14 09:51:01",54,Incoming,63
"Eileen Scott","Harley Anderson",Nurse,"2021-12-04 09:26:50",118,Incoming,16
"Eileen Scott","Jade Ellis",Carer,"2021-12-25 04:49:49",7,Outgoing,64
"Eileen Scott","William Butler",Nurse,"2021-11-27 09:29:14",372,Outgoing,6
"Eileen Scott","Charles Bennett",Nurse,"2021-12-23 12:27:36",633,Outgoing,4
"Eileen Scott","Claire Morgan",Carer,"2021-11-28 11:52:09",238,Outgoing,74
"Eileen Scott","Ella Johnson",Nurse,"2021-12-07 01:04:25",211,Incoming,52
"Eileen Scott","James Simpson",Carer,"2021-11-11 09:01:00",607,Outgoing,82
"Eileen Scott","Grant Gray",Nurse,"2021-11-27 12:02:41",312,Incoming,59
"Eileen Scott","Alice Shaw",Carer,"2021-11-11 09:30:03",807,Outgoing,84
"Eileen Scott","Amanda Hunt",Carer,"2021-11-18 02:52:24",217,Outgoing,90
"Eileen Scott","Candice Holmes",Nurse,"2021-12-31 07:29:23",392,Incoming,7
"Eileen Scott","Paula Fox",Nurse,"2021-12-09 02:38:46",157,Incoming,0
"Eileen Scott","Bradley Saunders",Carer,"2021-12-06 11:30:16",931,Incoming,44
"Eileen Scott","Dennis Allen",Nurse,"2021-12-24 07:59:43",90,Outgoing,20
"Eileen Scott","Paula Anderson",Carer,"2021-11-10 02:30:35",589,Outgoing,83
"Eileen Scott","Lexi Bell",Carer,"2021-12-14 08:04:12",543,Incoming,7
"Eileen Scott","Darren Wilson",Carer,"2021-11-09 12:24:06",786,Incoming,83
"Eileen Scott","Jennifer Thompson",Carer,"2021-11-21 06:42:31",160,Incoming,96
"Eileen Scott","Adrian Turner",Carer,"2021-12-07 07:03:22",243,Incoming,78
"Eileen Scott","Jennifer Thompson",Carer,"2021-11-25 05:29:42",961,Incoming,99
"Eileen Scott","Arthur Turner",Nurse,"2021-11-27 12:31:36",887,Outgoing,63
"Eileen Scott","Gordon Collins",Nurse,"2021-11-07 09:20:08",712,Incoming,38
"Eileen Scott","Alice Shaw",Carer,"2021-12-12 04:50:12",849,Incoming,16
"Eileen Scott","Max Holmes",Carer,"2021-11-25 12:19:00",558,Outgoing,81
"Eileen Scott","Toby Russell",Nurse,"2021-12-13 09:12:57",741,Outgoing,11
"Eileen Scott","Lizzie Murphy",Nurse,"2021-11-26 03:40:57",831,Outgoing,11
"Eileen Scott","William Butler",Nurse,"2021-11-09 10:33:21",227,Incoming,40
"Eileen Scott","Candice Campbell",Nurse,"2021-12-23 05:45:41",221,Outgoing,22
"Eileen Scott","Ashley Holmes",Carer,"2021-12-17 12:59:28",641,Outgoing,21
"Eileen Scott","Melissa Watson",Carer,"2021-11-25 02:21:48",75,Incoming,68
"Eileen Scott","Elliot Stewart",Nurse,"2021-11-14 12:21:11",33,Incoming,14
"Eileen Scott","Paula Fox",Nurse,"2021-11-09 04:18:08",773,Outgoing,36
"Eileen Scott","Mark Davis",Nurse,"2021-11-10 06:25:56",175,Outgoing,41
"Eileen Scott","Zoe Powell",Nurse,"2021-12-14 05:51:19",213,Incoming,44
"Eileen Scott","Jade Ellis",Carer,"2021-11-21 09:05:49",429,Outgoing,52
"Eileen Scott","Ruth Bailey",Carer,"2021-12-22 10:54:15",898,Outgoing,90
"Eileen Scott","Lexi Cox",Nurse,"2021-11-23 09:56:16",253,Incoming,78
"Eileen Scott","Jacob Carter",Nurse,"2021-12-26 09:53:47",617,Incoming,47
"Eileen Scott","Arthur Turner",Nurse,"2021-11-30 03:42:32",708,Outgoing,46
"Eileen Scott","Tim Marshall",Nurse,"2021-12-03 10:41:43",567,Outgoing,80
"Eileen Scott","Holly Morris",Carer,"2021-11-18 03:00:57",425,Incoming,36
"Eileen Scott","Victoria Hill",Nurse,"2021-11-20 08:18:09",896,Outgoing,75
"Eileen Scott","Lexi Cox",Nurse,"2021-11-16 06:06:24",735,Outgoing,4
"Eileen Scott","Adrian Turner",Carer,"2021-12-26 02:19:08",400,Outgoing,60
"Eileen Scott","Brandon King",Carer,"2021-11-22 11:44:35",543,Outgoing,50
"Eileen Scott","Tim Marshall",Nurse,"2021-12-14 11:46:30",724,Outgoing,17
"Eileen Scott","Ruth Baker",Carer,"2021-12-06 08:23:44",643,Incoming,27
"Eileen Scott","Lexi Bell",Carer,"2021-11-13 05:04:46",543,Incoming,25
"Eileen Scott","Kelly Graham",Nurse,"2021-12-08 03:45:09",644,Incoming,57
"Eileen Scott","Dennis Allen",Nurse,"2021-11-11 06:38:11",753,Outgoing,80
"Eileen Scott","Ruth Baker",Carer,"2021-12-31 04:25:21",861,Incoming,81
"Eileen Scott","Maisie Robinson",Nurse,"2021-11-05 11:44:47",958,Incoming,99
"Eileen Scott","Ashley Miller",Nurse,"2021-11-15 10:51:23",400,Incoming,72
"Eileen Scott","Tanya Wilkinson",Carer,"2021-12-26 08:17:25",787,Outgoing,91
"Eileen Scott","William Butler",Nurse,"2021-12-04 06:32:33",530,Outgoing,47
"Eileen Scott","Reece Mitchell",Nurse,"2021-11-21 01:00:30",755,Incoming,60
"Eileen Scott","Holly Morris",Carer,"2021-12-11 07:42:33",374,Incoming,30
"Eileen Scott","Ethan Hughes",Nurse,"2021-12-23 11:16:02",391,Outgoing,50
"Eileen Scott","Christian Anderson",Carer,"2021-11-18 01:58:27",315,Incoming,37
"Eileen Scott","Paula Fox",Nurse,"2021-12-01 01:03:05",39,Incoming,69
"Eileen Scott","Ellie Simpson",Carer,"2021-12-31 04:14:46",951,Incoming,18
"Eileen Scott","Chloe Wright",Carer,"2021-12-19 02:01:44",731,Incoming,70
"Eileen Scott","Tara Patel",Carer,"2021-12-05 11:56:47",149,Incoming,3
"Eileen Scott","Wayne James",Nurse,"2021-11-03 06:02:02",228,Incoming,35
"Eileen Scott","Stephen Ellis",Nurse,"2021-12-25 06:40:12",834,Incoming,58
"Eileen Scott","Dennis Allen",Nurse,"2021-11-10 04:14:00",787,Incoming,38
"Eileen Scott","Toby Russell",Nurse,"2021-11-27 06:06:10",77,Incoming,6
"Eileen Scott","Jade Ellis",Carer,"2021-11-06 03:04:11",470,Incoming,49
"Eileen Scott","Chloe Wright",Carer,"2021-12-12 04:30:27",642,Outgoing,77
"Eileen Scott","Ruth Collins",Nurse,"2021-11-21 04:42:42",772,Incoming,74
"Eileen Scott","James Simpson",Carer,"2021-11-23 06:25:06",548,Incoming,16
"Eileen Scott","Ethan Hughes",Nurse,"2021-11-28 09:48:26",120,Incoming,83
"Eileen Scott","Greg Murphy",Nurse,"2021-12-29 09:59:08",501,Outgoing,94
"Eileen Scott","Yvette King",Nurse,"2021-11-28 04:05:26",697,Incoming,79
"Eileen Scott","Lilly Smith",Carer,"2021-12-26 09:56:09",497,Incoming,17
"Eileen Scott","Brandon King",Carer,"2021-12-04 04:32:42",130,Incoming,55
"Eileen Scott","Paula Fox",Nurse,"2021-11-05 03:42:23",981,Outgoing,70
"Eileen Scott","Kelly Graham",Nurse,"2022-01-02 02:12:48",5707,Outgoing,84
"Eileen Scott","Helena Richardson",Nurse,"2021-12-30 08:53:14",9666,Outgoing,93
"Eileen Scott","Charles Bennett",Nurse,"2022-01-02 06:46:08",8920,Incoming,56
"Eileen Scott","Tanya Wilkinson",Carer,"2022-01-03 08:02:37",742,Outgoing,39
"Eileen Scott","Candice Campbell",Nurse,"2021-12-29 04:32:48",5273,Outgoing,49
"Eileen Scott","Lexi Cox",Nurse,"2021-12-29 08:56:01",6897,Incoming,77
"Eileen Scott","Grant Gray",Nurse,"2021-12-27 09:46:24",8702,Incoming,61
"Eileen Scott","Tara Patel",Carer,"2022-01-01 09:59:14",5195,Outgoing,51
"Eileen Scott","Jennifer Thompson",Carer,"2022-01-02 03:21:26",9366,Outgoing,67
"Eileen Scott","Ella Johnson",Nurse,"2021-12-29 10:10:07",3176,Outgoing,36
"Eileen Scott","Candice Holmes",Nurse,"2021-12-28 04:56:07",9754,Outgoing,53
"Eileen Scott","Alexa Wilkinson",Nurse,"2022-01-03 02:13:45",9130,Outgoing,55
"Eileen Scott","Jacob Carter",Nurse,"2022-01-04 07:58:13",8938,Outgoing,81
"Eileen Scott","Jackson Ward",Nurse,"2022-01-01 09:59:20",9574,Incoming,77
